Timestamp (ms),Left Eye Center X,Left Eye Center Y,Right Eye Center X,Right Eye Center Y,Left Iris Relative Pos Dx,Left Iris Relative Pos Dy,Right Iris Relative Pos Dx,Right Iris Relative Pos Dy,Total Blink Count,Pitch,Yaw,Roll
1747809095127,400.0,241.5,311.0,241.5,104,-1,-71,-2,5,-3.03396278638777,17.962355704342528,-5.848003749720253
1747809095187,398.5,241.5,311.5,241.5,102,-1,-69,-2,5,-2.9663507486428475,18.184207251917776,-5.973676348494511
1747809095187,398.5,241.5,311.5,241.5,102,-1,-69,-2,5,-2.9663507486428475,18.184207251917776,-5.973676348494511
1747809095247,396.0,241.5,309.0,242.0,102,-1,-69,-1,5,-2.9188146672109436,18.261157379709537,-6.1115419107885804
1747809095247,396.0,241.5,309.0,242.0,102,-1,-69,-1,5,-2.9188146672109436,18.261157379709537,-6.1115419107885804
1747809095304,396.0,240.0,309.0,241.5,102,-2,-69,-1,5,-2.786553991588616,18.827333014201407,-6.379300718132237
1747809095304,396.0,240.0,309.0,241.5,102,-2,-69,-1,5,-2.786553991588616,18.827333014201407,-6.379300718132237
1747809095372,395.0,240.0,308.5,241.5,101,-2,-69,-2,5,-2.8271524399874384,19.437527488120665,-6.642809805259483
1747809095372,395.0,240.0,308.5,241.5,101,-2,-69,-2,5,-2.8271524399874384,19.437527488120665,-6.642809805259483
1747809095428,395.0,240.5,308.5,242.0,100,-2,-69,-1,5,-2.9911763302419185,20.57178523127712,-7.005012880651004
1747809095428,395.0,240.5,308.5,242.0,100,-2,-69,-1,5,-2.9911763302419185,20.57178523127712,-7.005012880651004
1747809095489,396.5,240.5,309.5,241.5,101,-2,-68,-2,5,-3.004207898637034,21.63598181098965,-7.353803347718324
1747809095489,396.5,240.5,309.5,241.5,101,-2,-68,-2,5,-3.004207898637034,21.63598181098965,-7.353803347718324
1747809095549,397.5,241.5,310.0333251953125,241.96665954589844,101,-1,-68,-3,5,-3.083332302355731,23.006134705670647,-7.565286591650464
1747809095549,397.5,241.5,310.0333251953125,241.96665954589844,101,-1,-68,-3,5,-3.083332302355731,23.006134705670647,-7.565286591650464
1747809095608,398.5,242.0,311.5,242.0,101,0,-68,-3,5,-3.470122989185251,24.213437263502946,-7.69497845918972
1747809095608,398.5,242.0,311.5,242.0,101,0,-68,-3,5,-3.470122989185251,24.213437263502946,-7.69497845918972
1747809095672,400.5,242.5,313.5,241.0,101,1,-68,-3,5,-3.8721579770240364,25.656575451948875,-7.753531869339097
1747809095672,400.5,242.5,313.5,241.0,101,1,-68,-3,5,-3.8721579770240364,25.656575451948875,-7.753531869339097
1747809095729,404.0,243.5,316.5,241.0,103,2,-69,-4,5,-4.024925045439403,26.217475451742736,-7.688541654015022
1747809095729,404.0,243.5,316.5,241.0,103,2,-69,-4,5,-4.024925045439403,26.217475451742736,-7.688541654015022
1747809095790,406.5,243.5,318.5,241.0,103,2,-69,-4,5,-4.239298703647597,26.788662395737965,-7.6482805368892075
1747809095790,406.5,243.5,318.5,241.0,103,2,-69,-4,5,-4.239298703647597,26.788662395737965,-7.6482805368892075
1747809095852,408.0,244.5,319.5,241.5,103,3,-69,-5,5,-4.391426609012885,27.37636525221754,-7.505140441121263
1747809095852,408.0,244.5,319.5,241.5,103,3,-69,-5,5,-4.391426609012885,27.37636525221754,-7.505140441121263
1747809095912,406.0,244.0,318.5,242.5,101,2,-70,-4,5,-4.585077036959339,27.438188765967844,-7.265768489887768
1747809095912,406.0,244.0,318.5,242.5,101,2,-70,-4,5,-4.585077036959339,27.438188765967844,-7.265768489887768
1747809095971,406.5,244.5,319.5,242.0,101,3,-69,-4,5,-4.768761554394274,27.38929388818216,-7.0207064683735245
1747809095971,406.5,244.5,319.5,242.0,101,3,-69,-4,5,-4.768761554394274,27.38929388818216,-7.0207064683735245
1747809096031,405.0,244.0,318.0,241.5,101,3,-69,-5,5,-4.928250933594265,26.968198962227014,-6.775742437082406
1747809096031,405.0,244.0,318.0,241.5,101,3,-69,-5,5,-4.928250933594265,26.968198962227014,-6.775742437082406
1747809096088,405.0,244.0,318.0,241.5,101,2,-69,-5,5,-4.923725506646681,26.539450145486718,-6.557585258838838
1747809096088,405.0,244.0,318.0,241.5,101,2,-69,-5,5,-4.923725506646681,26.539450145486718,-6.557585258838838
1747809096151,405.0,242.5,318.0,241.5,101,1,-69,-4,5,-4.99071264628544,25.79822534390378,-6.378736949078149
1747809096151,405.0,242.5,318.0,241.5,101,1,-69,-4,5,-4.99071264628544,25.79822534390378,-6.378736949078149
1747809096211,405.0,243.0,317.5,241.5,101,2,-70,-4,5,-4.888402774773283,25.24516811659749,-6.300969574157956
1747809096211,405.0,243.0,317.5,241.5,101,2,-70,-4,5,-4.888402774773283,25.24516811659749,-6.300969574157956
1747809096271,403.5,243.5,316.5,241.0,101,2,-69,-4,5,-4.917131830892359,24.670471225963816,-6.27741553731107
1747809096271,403.5,243.5,316.5,241.0,101,2,-69,-4,5,-4.917131830892359,24.670471225963816,-6.27741553731107
1747809096328,403.0,242.5,316.0,240.5,100,2,-69,-5,5,-4.977592145436196,24.452552802884924,-6.254707597350205
1747809096328,403.0,242.5,316.0,240.5,100,2,-69,-5,5,-4.977592145436196,24.452552802884924,-6.254707597350205
1747809096391,401.5,241.5,314.5,240.5,100,1,-70,-4,5,-4.955684716613092,24.4092769720168,-6.279561669880434
1747809096391,401.5,241.5,314.5,240.5,100,1,-70,-4,5,-4.955684716613092,24.4092769720168,-6.279561669880434
1747809096451,400.5,241.5,313.5,240.5,101,1,-68,-4,5,-5.008952149047152,24.41934048922046,-6.3150858783530595
1747809096451,400.5,241.5,313.5,240.5,101,1,-68,-4,5,-5.008952149047152,24.41934048922046,-6.3150858783530595
1747809096511,399.5,241.5,312.5,241.0,101,0,-69,-3,5,-4.949262284940096,24.44996976501534,-6.389848450217452
1747809096511,399.5,241.5,312.5,241.0,101,0,-69,-3,5,-4.949262284940096,24.44996976501534,-6.389848450217452
1747809096571,399.5,241.5,312.5,240.5,101,1,-69,-3,5,-4.764455656543788,24.642920450477792,-6.462619920137031
1747809096571,399.5,241.5,312.5,240.5,101,1,-69,-3,5,-4.764455656543788,24.642920450477792,-6.462619920137031
1747809096630,399.5,242.0,312.5,240.5,101,1,-68,-4,5,-4.614702613658361,24.937119453744558,-6.548876553918349
1747809096630,399.5,242.0,312.5,240.5,101,1,-68,-4,5,-4.614702613658361,24.937119453744558,-6.548876553918349
1747809096687,398.5,242.5,312.5,241.0,100,1,-68,-3,5,-4.584504357385731,25.167602051196255,-6.5725468815456995
1747809096687,398.5,242.5,312.5,241.0,100,1,-68,-3,5,-4.584504357385731,25.167602051196255,-6.5725468815456995
1747809096751,399.5,241.5,313.5,240.5,100,0,-67,-3,5,-4.484173757514884,25.454382855796837,-6.659135433728883
1747809096751,399.5,241.5,313.5,240.5,100,0,-67,-3,5,-4.484173757514884,25.454382855796837,-6.659135433728883
1747809096812,400.5,241.5,313.5,240.0,101,0,-68,-3,5,-4.489763746929734,25.858247417649345,-6.7471994432491655
1747809096812,400.5,241.5,313.5,240.0,101,0,-68,-3,5,-4.489763746929734,25.858247417649345,-6.7471994432491655
1747809096871,399.0,242.0,313.5,240.5,100,1,-68,-4,5,-4.324767534646446,26.15654183804122,-6.782767349864151
1747809096871,399.0,242.0,313.5,240.5,100,1,-68,-4,5,-4.324767534646446,26.15654183804122,-6.782767349864151
1747809096927,399.0,240.5,312.5,240.5,101,-1,-67,-3,5,-4.123520729033385,26.270057854978823,-6.904813831781049
1747809096927,399.0,240.5,312.5,240.5,101,-1,-67,-3,5,-4.123520729033385,26.270057854978823,-6.904813831781049
1747809096992,399.0,241.0,312.5,240.0,101,0,-68,-3,5,-4.029734807288838,26.357034820808657,-6.981886320316426
1747809096992,399.0,241.0,312.5,240.0,101,0,-68,-3,5,-4.029734807288838,26.357034820808657,-6.981886320316426
1747809097055,398.0,240.5,312.5,240.0,101,-1,-67,-3,5,-3.849518986135723,26.167227466917048,-7.057652462409825
1747809097055,398.0,240.5,312.5,240.0,101,-1,-67,-3,5,-3.849518986135723,26.167227466917048,-7.057652462409825
1747809097114,398.0,240.5,311.5,239.5,101,0,-68,-3,5,-3.7785360614134476,26.45098214067628,-7.112437666880379
1747809097114,398.0,240.5,311.5,239.5,101,0,-68,-3,5,-3.7785360614134476,26.45098214067628,-7.112437666880379
1747809097176,398.0,240.5,311.5,239.0,101,0,-68,-3,5,-3.842108661632613,26.291436772936585,-7.151313092293654
1747809097176,398.0,240.5,311.5,239.0,101,0,-68,-3,5,-3.842108661632613,26.291436772936585,-7.151313092293654
1747809097237,397.0,240.5,310.5,239.5,101,0,-68,-3,5,-3.7429559322619097,26.048927043245435,-7.171476876809068
1747809097237,397.0,240.5,310.5,239.5,101,0,-68,-3,5,-3.7429559322619097,26.048927043245435,-7.171476876809068
1747809097296,397.0,240.0,311.0,239.0,101,1,-66,-3,5,-3.762851184370504,26.191517190102758,-7.2208473504691595
1747809097296,397.0,240.0,311.0,239.0,101,1,-66,-3,5,-3.762851184370504,26.191517190102758,-7.2208473504691595
1747809097356,396.5,239.5,310.5,239.0,100,0,-68,-3,5,-3.6419275414574823,25.935487893874644,-7.236580142805284
1747809097356,396.5,239.5,310.5,239.0,100,0,-68,-3,5,-3.6419275414574823,25.935487893874644,-7.236580142805284
1747809097416,396.5,238.5,311.0,238.0,101,0,-67,-3,5,-3.605943048637232,25.292020268862718,-7.1921115937391775
1747809097416,396.5,238.5,311.0,238.0,101,0,-67,-3,5,-3.605943048637232,25.292020268862718,-7.1921115937391775
1747809097474,396.0,237.5,310.0,237.0,101,0,-68,-3,5,-3.5347688298685256,24.77881063774594,-7.207790298076505
1747809097474,396.0,237.5,310.0,237.0,101,0,-68,-3,5,-3.5347688298685256,24.77881063774594,-7.207790298076505
1747809097536,396.5,237.5,310.0,236.5,102,0,-68,-4,5,-3.453374696344608,23.998836818128144,-7.082185589506612
1747809097536,396.5,237.5,310.0,236.5,102,0,-68,-4,5,-3.453374696344608,23.998836818128144,-7.082185589506612
1747809097596,396.5,237.5,309.5,236.0,103,1,-68,-4,5,-3.46159860696541,22.91507879461524,-6.941407480356013
1747809097596,396.5,237.5,309.5,236.0,103,1,-68,-4,5,-3.46159860696541,22.91507879461524,-6.941407480356013
1747809097656,395.0,238.5,309.0,237.0,103,1,-66,-3,5,-3.4378805404429986,22.34847072978205,-6.863100320318695
1747809097656,395.0,238.5,309.0,237.0,103,1,-66,-3,5,-3.4378805404429986,22.34847072978205,-6.863100320318695
1747809097713,393.0,239.5,306.5,238.0,102,1,-68,-3,5,-3.4514332796842977,21.65801234072032,-6.761998758192658
1747809097713,393.0,239.5,306.5,238.0,102,1,-68,-3,5,-3.4514332796842977,21.65801234072032,-6.761998758192658
1747809097775,392.0,238.5,305.0,237.5,103,1,-67,-4,5,-3.391143055268043,20.634398327744258,-6.654499450198925
1747809097775,392.0,238.5,305.0,237.5,103,1,-67,-4,5,-3.391143055268043,20.634398327744258,-6.654499450198925
1747809097836,392.5,238.5,305.5,238.0,103,0,-67,-2,5,-3.38401954226841,20.144919323834863,-6.559707924229069
1747809097836,392.5,238.5,305.5,238.0,103,0,-67,-2,5,-3.38401954226841,20.144919323834863,-6.559707924229069
1747809097896,392.0,240.0,307.0,239.0,103,1,-65,-1,5,-3.254446950800423,19.09681707378283,-6.425381787786653
1747809097896,392.0,240.0,307.0,239.0,103,1,-65,-1,5,-3.254446950800423,19.09681707378283,-6.425381787786653
1747809097952,392.0,238.5,309.0,237.5,100,0,-63,-2,5,-3.2149108736121237,18.50760795531083,-6.311051549902115
1747809097952,392.0,238.5,309.0,237.5,100,0,-63,-2,5,-3.2149108736121237,18.50760795531083,-6.311051549902115
1747809098016,393.5,235.5,310.0,234.5,100,0,-64,-3,5,-3.153424374491422,17.982634461771674,-6.236425960539604
1747809098016,393.5,235.5,310.0,234.5,100,0,-64,-3,5,-3.153424374491422,17.982634461771674,-6.236425960539604
1747809098075,394.5,234.5,311.5,233.0,99,1,-65,-3,5,-2.9987860837015576,17.564598912510068,-6.116089406241049
1747809098075,394.5,234.5,311.5,233.0,99,1,-65,-3,5,-2.9987860837015576,17.564598912510068,-6.116089406241049
1747809098135,396.0,234.5,311.5,233.5,101,0,-65,-2,5,-2.8373489352555,17.536898029089702,-6.1052701302032615
1747809098135,396.0,234.5,311.5,233.5,101,0,-65,-2,5,-2.8373489352555,17.536898029089702,-6.1052701302032615
1747809098195,396.0,234.5,312.0,232.5,101,1,-64,-3,5,-2.5970207206173086,17.594101673697047,-6.081578820795732
1747809098195,396.0,234.5,312.0,232.5,101,1,-64,-3,5,-2.5970207206173086,17.594101673697047,-6.081578820795732
1747809098243,397.5,234.5,313.5,233.0,102,0,-64,-2,5,-2.509660806931455,17.059486127973543,-5.94421314266821
1747809098243,397.5,234.5,313.5,233.0,102,0,-64,-2,5,-2.509660806931455,17.059486127973543,-5.94421314266821
1747809098305,400.0,236.0,312.5,235.5,105,0,-66,-1,5,-2.4239408593178124,16.558250424676267,-5.897577878011387
1747809098305,400.0,236.0,312.5,235.5,105,0,-66,-1,5,-2.4239408593178124,16.558250424676267,-5.897577878011387
1747809098361,393.0,231.5,314.0,233.5,97,-3,-62,0,5,-2.334479427892111,16.308183433846178,-5.932428476933285
1747809098361,393.0,231.5,314.0,233.5,97,-3,-62,0,5,-2.334479427892111,16.308183433846178,-5.932428476933285
1747809098422,390.0,229.0,310.0,231.5,96,-4,-64,0,5,-2.193513812998245,15.886289556105424,-6.127566069171905
1747809098422,390.0,229.0,310.0,231.5,96,-4,-64,0,5,-2.193513812998245,15.886289556105424,-6.127566069171905
1747809098493,386.5,227.5,304.0,236.0,98,-11,-63,6,5,-1.916657439152436,15.720148193148402,-6.761380903337988
1747809098493,386.5,227.5,304.0,236.0,98,-11,-63,6,5,-1.916657439152436,15.720148193148402,-6.761380903337988
1747809098556,379.0,225.5,297.5,241.0,95,-20,-64,11,5,-1.6573154436710382,15.74162254160446,-7.918467439469344
1747809098556,379.0,225.5,297.5,241.0,95,-20,-64,11,5,-1.6573154436710382,15.74162254160446,-7.918467439469344
1747809098618,371.0,223.5,292.0,248.0,92,-29,-62,17,5,-1.4059149402322024,16.62404319112263,-9.730837797386656
1747809098618,371.0,223.5,292.0,248.0,92,-29,-62,17,5,-1.4059149402322024,16.62404319112263,-9.730837797386656
1747809098678,365.5,224.0,288.0,256.0,89,-37,-60,23,5,-1.3034496121622086,17.822976219249057,-12.087437800902638
1747809098678,365.5,224.0,288.0,256.0,89,-37,-60,23,5,-1.3034496121622086,17.822976219249057,-12.087437800902638
1747809098739,361.0,224.0,285.0,259.0,89,-41,-60,25,5,-1.2386323891028637,18.636130813202872,-14.6619151097011
1747809098739,361.0,224.0,285.0,259.0,89,-41,-60,25,5,-1.2386323891028637,18.636130813202872,-14.6619151097011
1747809098800,360.0,223.0,283.5,261.0,89,-44,-61,27,5,-1.1304802670890268,19.524231363065418,-17.36764807766395
1747809098800,360.0,223.0,283.5,261.0,89,-44,-61,27,5,-1.1304802670890268,19.524231363065418,-17.36764807766395
1747809098854,360.0,224.5,284.5,261.0,89,-43,-59,26,5,-1.0538588785176044,20.732607783683413,-20.097585631762314
1747809098854,360.0,224.5,284.5,261.0,89,-43,-59,26,5,-1.0538588785176044,20.732607783683413,-20.097585631762314
1747809098919,360.5,223.5,284.61322021484375,260.2452697753906,89,-43,-59,25,5,-0.9687896094309822,21.980885932979326,-22.750623007418653
1747809098919,360.5,223.5,284.61322021484375,260.2452697753906,89,-43,-59,25,5,-0.9687896094309822,21.980885932979326,-22.750623007418653
1747809098979,361.0,224.5,285.0,259.5,90,-42,-60,24,5,0.0,0.0,0.0
1747809098979,361.0,224.5,285.0,259.5,90,-42,-60,24,5,0.0,0.0,0.0
1747809099040,362.0,224.0,285.0,259.0,90,-41,-60,24,5,0.03900553055540268,1.0340807087056554,-2.3274328668158972
1747809099040,362.0,224.0,285.0,259.0,90,-41,-60,24,5,0.03900553055540268,1.0340807087056554,-2.3274328668158972
1747809099099,362.0,224.0,284.5,258.5,92,-41,-61,24,5,-0.09787721611334632,1.9522128524596045,-4.215011979170686
1747809099099,362.0,224.0,284.5,258.5,92,-41,-61,24,5,-0.09787721611334632,1.9522128524596045,-4.215011979170686
1747809099156,361.0,224.5,283.38677978515625,258.7547302246094,91,-40,-61,24,5,-0.2885293254912229,2.5771532782370183,-5.441264914441316
1747809099156,361.0,224.5,283.38677978515625,258.7547302246094,91,-40,-61,24,5,-0.2885293254912229,2.5771532782370183,-5.441264914441316
1747809099219,360.5,225.0,284.0,259.0,90,-40,-60,24,5,-0.38453905191980553,2.587060169373485,-6.0458699356622745
1747809099219,360.5,225.0,284.0,259.0,90,-40,-60,24,5,-0.38453905191980553,2.587060169373485,-6.0458699356622745
1747809099276,360.0,225.0,283.0,259.0,91,-39,-60,24,5,-0.4617577063695508,1.939740413091295,-6.141049339950211
1747809099276,360.0,225.0,283.0,259.0,91,-39,-60,24,5,-0.4617577063695508,1.939740413091295,-6.141049339950211
1747809099336,359.3888854980469,224.72222900390625,283.0,259.0,91,-41,-60,24,5,-0.5638013293002162,1.6063057938798124,-5.9991188513857665
1747809099336,359.3888854980469,224.72222900390625,283.0,259.0,91,-41,-60,24,5,-0.5638013293002162,1.6063057938798124,-5.9991188513857665
1747809099395,359.0,226.0,282.0,260.5,92,-40,-60,24,5,-0.7178002843494147,1.2730838149659913,-5.702750687752324
1747809099395,359.0,226.0,282.0,260.5,92,-40,-60,24,5,-0.7178002843494147,1.2730838149659913,-5.702750687752324
1747809099457,359.0,225.5,282.0,259.5,91,-41,-60,24,5,-0.6417364955788516,0.9949735067309486,-5.471434038641426
1747809099457,359.0,225.5,282.0,259.5,91,-41,-60,24,5,-0.6417364955788516,0.9949735067309486,-5.471434038641426
1747809099519,359.27777099609375,224.38888549804688,282.0,259.5,92,-41,-61,24,5,-0.5487598538642722,0.4892222915840332,-5.2280940065769315
1747809099519,359.27777099609375,224.38888549804688,282.0,259.5,92,-41,-61,24,5,-0.5487598538642722,0.4892222915840332,-5.2280940065769315
1747809099580,358.27777099609375,225.38888549804688,281.0,260.0,91,-40,-62,24,5,-0.5373395832241732,0.2308588184267535,-5.086937646781777
1747809099580,358.27777099609375,225.38888549804688,281.0,260.0,91,-40,-62,24,5,-0.5373395832241732,0.2308588184267535,-5.086937646781777
1747809099637,357.5,225.5,280.5,260.0,91,-41,-61,25,5,-0.4495893201446597,-0.2686582364340193,-4.914571419705673
1747809099637,357.5,225.5,280.5,260.0,91,-41,-61,25,5,-0.4495893201446597,-0.2686582364340193,-4.914571419705673
1747809099697,357.72222900390625,224.61111450195312,280.0,259.0,91,-41,-62,25,5,-0.38682443202757,-0.36507757714066713,-4.836375095184138
1747809099697,357.72222900390625,224.61111450195312,280.0,259.0,91,-41,-62,25,5,-0.38682443202757,-0.36507757714066713,-4.836375095184138
1747809099757,356.0,225.0,280.0,260.5,90,-41,-59,25,5,-0.3014938764439741,-0.318529811459781,-4.994046202682519
1747809099757,356.0,225.0,280.0,260.5,90,-41,-59,25,5,-0.3014938764439741,-0.318529811459781,-4.994046202682519
1747809099819,352.5,224.0,278.1060485839844,262.68182373046875,87,-45,-58,28,5,0.0,0.0,0.0
1747809099819,352.5,224.0,278.1060485839844,262.68182373046875,87,-45,-58,28,5,0.0,0.0,0.0
1747809099880,349.0,222.5,275.5,263.5,87,-48,-58,29,5,0.20867841599439263,-0.12643087607258074,-0.538050241634263
1747809099880,349.0,222.5,275.5,263.5,87,-48,-58,29,5,0.20867841599439263,-0.12643087607258074,-0.538050241634263
1747809099939,347.0,223.5,274.0,265.5,86,-49,-57,30,5,0.524915323082678,-0.2368167285737428,-1.1774753594360163
1747809099939,347.0,223.5,274.0,265.5,86,-49,-57,30,5,0.524915323082678,-0.2368167285737428,-1.1774753594360163
1747809099999,345.0,224.0,272.0,266.0,85,-49,-57,30,5,0.7239891285696611,-0.02704221674487073,-1.8917152647551987
1747809099999,345.0,224.0,272.0,266.0,85,-49,-57,30,5,0.7239891285696611,-0.02704221674487073,-1.8917152647551987
1747809100059,344.0,223.5,270.5,266.0,86,-50,-58,31,5,0.8721580839622698,-0.03935731041213941,-2.559198292691491
1747809100059,344.0,223.5,270.5,266.0,86,-50,-58,31,5,0.8721580839622698,-0.03935731041213941,-2.559198292691491
1747809100119,342.5,224.0,270.5,266.0,85,-49,-56,31,5,0.9580721898729427,0.19330486074924558,-3.2472860389027076
1747809100119,342.5,224.0,270.5,266.0,85,-49,-56,31,5,0.9580721898729427,0.19330486074924558,-3.2472860389027076
1747809100179,342.0,224.0,269.5,266.0,85,-49,-57,30,5,1.2211172682036784,0.32736196873234036,-3.9397282085097203
1747809100179,342.0,224.0,269.5,266.0,85,-49,-57,30,5,1.2211172682036784,0.32736196873234036,-3.9397282085097203
1747809100244,342.0,223.5,268.5,265.5,86,-49,-57,30,5,1.2747672075066871,0.7503595814559958,-4.633874622661558
1747809100244,342.0,223.5,268.5,265.5,86,-49,-57,30,5,1.2747672075066871,0.7503595814559958,-4.633874622661558
1747809100304,341.0,223.5,268.5,264.5,86,-49,-57,29,5,1.4513248208242198,0.6316283611581923,-5.231186566556875
1747809100304,341.0,223.5,268.5,264.5,86,-49,-57,29,5,1.4513248208242198,0.6316283611581923,-5.231186566556875
1747809100359,341.0,223.5,268.5,264.0,85,-49,-57,29,5,0.0,0.0,0.0
1747809100359,341.0,223.5,268.5,264.0,85,-49,-57,29,5,0.0,0.0,0.0
1747809100424,343.0,222.5,269.5,263.0,86,-49,-57,29,5,-0.01603488392972352,0.2032493993691915,-0.2780232047085178
1747809100424,343.0,222.5,269.5,263.0,86,-49,-57,29,5,-0.01603488392972352,0.2032493993691915,-0.2780232047085178
1747809100483,344.0,220.5,270.5,262.0,87,-49,-59,30,5,-0.025456387110338596,-0.10001454045622005,-0.28787874861409435
1747809100483,344.0,220.5,270.5,262.0,87,-49,-59,30,5,-0.025456387110338596,-0.10001454045622005,-0.28787874861409435
1747809100539,345.5,220.5,271.5,261.5,86,-49,-58,29,5,-0.14118073012761023,-0.047616379885417004,-0.18653479605799106
1747809100539,345.5,220.5,271.5,261.5,86,-49,-58,29,5,-0.14118073012761023,-0.047616379885417004,-0.18653479605799106
1747809100605,347.0,220.5,272.0,260.5,89,-48,-59,29,5,-0.12542317529727498,-0.7178325787832733,0.04396291136632868
1747809100605,347.0,220.5,272.0,260.5,89,-48,-59,29,5,-0.12542317529727498,-0.7178325787832733,0.04396291136632868
1747809100661,347.0,220.0,273.0,260.0,88,-48,-59,30,5,-0.09352611541973843,-1.3160084080062315,0.26758737633475604
1747809100661,347.0,220.0,273.0,260.0,88,-48,-59,30,5,-0.09352611541973843,-1.3160084080062315,0.26758737633475604
1747809100724,348.0,220.0,273.5,259.5,89,-47,-59,29,5,0.13117681086903232,-2.1244711797017164,0.5386814390726009
1747809100724,348.0,220.0,273.5,259.5,89,-47,-59,29,5,0.13117681086903232,-2.1244711797017164,0.5386814390726009
1747809100783,348.0,220.0,274.0,259.5,88,-47,-59,29,5,0.12363023062860812,-2.7352563809703856,0.8202411788346318
1747809100783,348.0,220.0,274.0,259.5,88,-47,-59,29,5,0.12363023062860812,-2.7352563809703856,0.8202411788346318
1747809100843,348.0,220.0,274.0,259.5,88,-46,-59,29,5,0.2997706919723093,-3.3212282107875097,1.064618929247171
1747809100843,348.0,220.0,274.0,259.5,88,-46,-59,29,5,0.2997706919723093,-3.3212282107875097,1.064618929247171
1747809100900,348.0,220.0,273.5,259.5,88,-46,-60,29,5,0.22412432319861608,-3.54348053284483,1.3139322052653988
1747809100900,348.0,220.0,273.5,259.5,88,-46,-60,29,5,0.22412432319861608,-3.54348053284483,1.3139322052653988
1747809100963,348.0,220.0,273.0,258.5,88,-46,-59,28,5,0.20094214339043148,-3.802200495318573,1.557904682190749
1747809100963,348.0,220.0,273.0,258.5,88,-46,-59,28,5,0.20094214339043148,-3.802200495318573,1.557904682190749
1747809101024,347.0,220.0,273.0,258.5,88,-46,-58,28,5,0.23021458618951485,-4.343640262395985,1.8074009256967258
1747809101024,347.0,220.0,273.0,258.5,88,-46,-58,28,5,0.23021458618951485,-4.343640262395985,1.8074009256967258
1747809101079,348.0,219.0,272.5,259.0,89,-47,-61,30,5,0.0,0.0,0.0
1747809101079,348.0,219.0,272.5,259.0,89,-47,-61,30,5,0.0,0.0,0.0
1747809101144,347.0,219.0,272.5,259.0,88,-48,-60,29,5,0.04146222086361462,-0.3236688236314027,0.13172105804502365
1747809101144,347.0,219.0,272.5,259.0,88,-48,-60,29,5,0.04146222086361462,-0.3236688236314027,0.13172105804502365
1747809101203,347.0,219.5,272.5,259.0,87,-48,-58,29,5,0.24770304070202975,-0.009636668215785349,0.13143640305926851
1747809101203,347.0,219.5,272.5,259.0,87,-48,-58,29,5,0.24770304070202975,-0.009636668215785349,0.13143640305926851
1747809101259,347.0,219.0,272.0,259.0,88,-47,-59,29,5,0.30294519159687106,0.3792049403739082,0.10428229107053255
1747809101259,347.0,219.0,272.0,259.0,88,-47,-59,29,5,0.30294519159687106,0.3792049403739082,0.10428229107053255
1747809101324,346.0,220.0,272.0,259.5,87,-47,-57,28,5,0.21650832938233577,0.5156351418773522,0.07385654270855468
1747809101324,346.0,220.0,272.0,259.5,87,-47,-57,28,5,0.21650832938233577,0.5156351418773522,0.07385654270855468
1747809101381,347.0,219.0,271.5,259.5,89,-48,-60,29,5,0.17167828780475602,0.5381650583902449,0.027366689514394693
1747809101381,347.0,219.0,271.5,259.5,89,-48,-60,29,5,0.17167828780475602,0.5381650583902449,0.027366689514394693
1747809101444,345.5,219.5,271.5,259.5,87,-48,-58,28,5,0.22173157300411894,0.8033708908051747,-0.03922010128865239
1747809101444,345.5,219.5,271.5,259.5,87,-48,-58,28,5,0.22173157300411894,0.8033708908051747,-0.03922010128865239
1747809101504,345.0,220.5,271.0,260.0,87,-47,-57,29,5,0.2538196664949197,0.9324819747580104,-0.15764062745583374
1747809101504,345.0,220.5,271.0,260.0,87,-47,-57,29,5,0.2538196664949197,0.9324819747580104,-0.15764062745583374
1747809101564,346.0,219.0,270.5,259.5,89,-48,-61,28,5,0.3355088658967489,0.7153925491788709,-0.18242116356309168
1747809101564,346.0,219.0,270.5,259.5,89,-48,-61,28,5,0.3355088658967489,0.7153925491788709,-0.18242116356309168
1747809101614,345.0,220.0,271.0,259.5,87,-47,-57,28,5,0.38953843815718336,0.7672192315161457,-0.23394194531949353
1747809101614,345.0,220.0,271.0,259.5,87,-47,-57,28,5,0.38953843815718336,0.7672192315161457,-0.23394194531949353
1747809101684,346.0,220.5,271.0,260.0,87,-48,-57,29,5,0.543202213681699,0.9468032774128883,-0.28840733742471514
1747809101684,346.0,220.5,271.0,260.0,87,-48,-57,29,5,0.543202213681699,0.9468032774128883,-0.28840733742471514
1747809101740,345.5,219.5,270.5,260.0,88,-48,-61,29,5,0.4984819472581119,1.1207226324628188,-0.29392337313126404
1747809101740,345.5,219.5,270.5,260.0,88,-48,-61,29,5,0.4984819472581119,1.1207226324628188,-0.29392337313126404
1747809101804,345.0,220.5,270.5,260.0,87,-47,-58,29,5,0.40903866646553766,1.2228648390127095,-0.2999371282562038
1747809101804,345.0,220.5,270.5,260.0,87,-47,-58,29,5,0.40903866646553766,1.2228648390127095,-0.2999371282562038
1747809101866,345.0,220.0,271.0,259.5,87,-47,-57,28,5,0.36710347120663656,1.244548192312461,-0.288225751293524
1747809101866,345.0,220.0,271.0,259.5,87,-47,-57,28,5,0.36710347120663656,1.244548192312461,-0.288225751293524
1747809101925,345.5,220.0,270.5,260.0,87,-47,-60,29,5,0.38059723203578244,1.6093794891628885,-0.31582317209263877
