Timestamp (ms),Left Eye Center X,Left Eye Center Y,Right Eye Center X,Right Eye Center Y,Left Iris Relative Pos Dx,Left Iris Relative Pos Dy,Right Iris Relative Pos Dx,Right Iris Relative Pos Dy,Total Blink Count,Pitch,Yaw,Roll
1747809088328,393.0,243.0,306.5,236.5,104,7,-67,-7,3,-1.4596852930767854,13.897192068871206,-2.4649276547047694
1747809088391,393.5,242.0,306.5,235.5,104,7,-67,-7,3,-1.3528375517341065,13.669249202300074,-2.4300983699938454
1747809088391,393.5,242.0,306.5,235.5,104,7,-67,-7,3,-1.3528375517341065,13.669249202300074,-2.4300983699938454
1747809088449,393.0,242.0,306.5,236.0,103,7,-67,-7,3,-1.3095371479430638,13.90909256514232,-2.4443636691670423
1747809088449,393.0,242.0,306.5,236.0,103,7,-67,-7,3,-1.3095371479430638,13.90909256514232,-2.4443636691670423
1747809088508,393.0,243.0,306.5,235.5,103,8,-68,-8,3,-1.3059511930197774,13.664920478400575,-2.3622987627789023
1747809088508,393.0,243.0,306.5,235.5,103,8,-68,-8,3,-1.3059511930197774,13.664920478400575,-2.3622987627789023
1747809088569,394.0,242.0,308.0,235.0,103,7,-66,-7,3,-1.314591367712401,13.303472125253446,-2.2914305690599583
1747809088569,394.0,242.0,308.0,235.0,103,7,-66,-7,3,-1.314591367712401,13.303472125253446,-2.2914305690599583
1747809088631,393.5,242.0,307.5,235.0,103,7,-67,-8,3,-1.2410882694889604,13.526439646894715,-2.2929031623910214
1747809088631,393.5,242.0,307.5,235.0,103,7,-67,-8,3,-1.2410882694889604,13.526439646894715,-2.2929031623910214
1747809088692,393.5,242.0,308.5,235.0,102,8,-66,-7,3,-1.19023607382901,13.160371233861238,-2.1817698370387433
1747809088692,393.5,242.0,308.5,235.0,102,8,-66,-7,3,-1.19023607382901,13.160371233861238,-2.1817698370387433
1747809088748,394.5,241.0,309.0,234.5,103,7,-65,-7,3,-1.2243753700558555,13.12437947577386,-2.100014195973759
1747809088748,394.5,241.0,309.0,234.5,103,7,-65,-7,3,-1.2243753700558555,13.12437947577386,-2.100014195973759
1747809088810,394.5,242.0,308.0,235.5,103,7,-67,-8,3,-1.4946162897560553,12.832961597233712,-2.0205427180048936
1747809088810,394.5,242.0,308.0,235.5,103,7,-67,-8,3,-1.4946162897560553,12.832961597233712,-2.0205427180048936
1747809088873,394.5,242.5,310.0,235.5,102,7,-65,-8,3,-1.5214544018025746,12.734155960687804,-1.9635890017132542
1747809088873,394.5,242.5,310.0,235.5,102,7,-65,-8,3,-1.5214544018025746,12.734155960687804,-1.9635890017132542
1747809088933,395.5,243.0,310.0,234.5,102,9,-66,-8,3,-1.6095457079560358,12.967693269960808,-1.9227641743032748
1747809088933,395.5,243.0,310.0,234.5,102,9,-66,-8,3,-1.6095457079560358,12.967693269960808,-1.9227641743032748
1747809088996,395.0,243.0,310.5,237.5,104,6,-66,-4,3,-1.74353202479144,12.938372196066728,-1.9412992688756203
1747809088996,395.0,243.0,310.5,237.5,104,6,-66,-4,3,-1.74353202479144,12.938372196066728,-1.9412992688756203
1747809089052,397.5,245.0,313.0,238.5,103,7,-65,-5,3,-1.8297296559847158,12.95601479578832,-1.8660205642549483
1747809089052,397.5,245.0,313.0,238.5,103,7,-65,-5,3,-1.8297296559847158,12.95601479578832,-1.8660205642549483
1747809089115,400.5,243.5,314.5,238.0,104,5,-64,-3,3,-1.7219593309193133,13.23393416094871,-1.8589843601267049
1747809089115,400.5,243.5,314.5,238.0,104,5,-64,-3,3,-1.7219593309193133,13.23393416094871,-1.8589843601267049
1747809089172,400.5,244.0,314.0,238.5,105,6,-65,-4,3,-1.6499021323818681,13.417771299238101,-1.8485547451836783
1747809089172,400.5,244.0,314.0,238.5,105,6,-65,-4,3,-1.6499021323818681,13.417771299238101,-1.8485547451836783
1747809089232,401.0,244.0,315.5,238.0,104,6,-65,-5,3,-1.752420415835502,13.426087511011879,-1.7948196031436705
1747809089232,401.0,244.0,315.5,238.0,104,6,-65,-5,3,-1.752420415835502,13.426087511011879,-1.7948196031436705
1747809089291,399.5,243.0,314.5,237.0,103,6,-66,-4,3,-1.7000226478792628,13.83508954483089,-1.7787763845674478
1747809089291,399.5,243.0,314.5,237.0,103,6,-66,-4,3,-1.7000226478792628,13.83508954483089,-1.7787763845674478
1747809089355,400.5,244.0,315.0,237.5,104,6,-65,-5,3,-1.6344474033149794,13.94384456733685,-1.773197770925214
1747809089355,400.5,244.0,315.0,237.5,104,6,-65,-5,3,-1.6344474033149794,13.94384456733685,-1.773197770925214
1747809089412,401.0,243.0,316.5,237.0,103,6,-64,-4,3,-1.542689785838692,14.320188981597124,-1.696206311879716
1747809089412,401.0,243.0,316.5,237.0,103,6,-64,-4,3,-1.542689785838692,14.320188981597124,-1.696206311879716
1747809089475,401.5,242.0,315.5,236.0,105,6,-65,-4,3,-1.5084762001702305,14.293232642787622,-1.6631172146255597
1747809089475,401.5,242.0,315.5,236.0,105,6,-65,-4,3,-1.5084762001702305,14.293232642787622,-1.6631172146255597
1747809089535,400.5,243.0,315.0,237.5,105,6,-65,-5,3,-1.4192487679404682,14.172973128366143,-1.6205624340797637
1747809089535,400.5,243.0,315.0,237.5,105,6,-65,-5,3,-1.4192487679404682,14.172973128366143,-1.6205624340797637
1747809089596,400.5,244.0,315.0,237.0,104,8,-65,-5,3,-1.272663368674162,14.310664988691054,-1.5018497735073328
1747809089596,400.5,244.0,315.0,237.0,104,8,-65,-5,3,-1.272663368674162,14.310664988691054,-1.5018497735073328
1747809089652,398.5,242.0,312.5,237.5,104,5,-67,-3,3,-1.1957387382488234,14.37276366965526,-1.5122739535473952
1747809089652,398.5,242.0,312.5,237.5,104,5,-67,-3,3,-1.1957387382488234,14.37276366965526,-1.5122739535473952
1747809089716,401.0,243.0,314.0,237.5,107,6,-66,-4,3,-1.2863872110515242,14.24982415545017,-1.4743551152300363
1747809089716,401.0,243.0,314.0,237.5,107,6,-66,-4,3,-1.2863872110515242,14.24982415545017,-1.4743551152300363
1747809089772,399.5,242.0,311.5,237.5,106,5,-67,-4,3,-1.3862909835664023,14.25333383339013,-1.5140976608471108
1747809089772,399.5,242.0,311.5,237.5,106,5,-67,-4,3,-1.3862909835664023,14.25333383339013,-1.5140976608471108
1747809089832,397.0,242.0,311.5,236.0,103,6,-67,-5,4,-1.2818146071637813,14.179865178981668,-1.5211452742817082
1747809089832,397.0,242.0,311.5,236.0,103,6,-67,-5,4,-1.2818146071637813,14.179865178981668,-1.5211452742817082
1747809089896,394.0,242.0,309.0,235.5,101,7,-66,-7,4,-1.3263449335768005,13.741202560081145,-1.5045766162618577
1747809089896,394.0,242.0,309.0,235.5,101,7,-66,-7,4,-1.3263449335768005,13.741202560081145,-1.5045766162618577
1747809089954,396.0,243.0,309.5,236.0,103,8,-67,-6,4,-1.3548405947562063,13.183965860162433,-1.4064096368730787
1747809089954,396.0,243.0,309.5,236.0,103,8,-67,-6,4,-1.3548405947562063,13.183965860162433,-1.4064096368730787
1747809090015,394.5,242.0,308.0,235.0,102,8,-66,-7,4,-1.2907011127616812,12.511327373364772,-1.3877690982464221
1747809090015,394.5,242.0,308.0,235.0,102,8,-66,-7,4,-1.2907011127616812,12.511327373364772,-1.3877690982464221
1747809090074,394.0,242.0,308.5,235.0,102,7,-66,-7,4,-1.2377975824059408,12.09550516237777,-1.3534580162106113
1747809090074,394.0,242.0,308.5,235.0,102,7,-66,-7,4,-1.2377975824059408,12.09550516237777,-1.3534580162106113
1747809090136,393.5,242.0,307.5,235.5,102,7,-67,-7,4,-1.2276652507799835,12.172155277916463,-1.4045345020481212
1747809090136,393.5,242.0,307.5,235.5,102,7,-67,-7,4,-1.2276652507799835,12.172155277916463,-1.4045345020481212
1747809090195,393.5,242.0,307.5,234.5,102,8,-67,-8,4,-1.3214770922451127,11.627577657694864,-1.4167212322193103
1747809090195,393.5,242.0,307.5,234.5,102,8,-67,-8,4,-1.3214770922451127,11.627577657694864,-1.4167212322193103
1747809090256,393.5,242.0,307.5,234.5,102,8,-66,-8,4,-1.2439156118989185,11.147146045676465,-1.3638101523065052
1747809090256,393.5,242.0,307.5,234.5,102,8,-66,-8,4,-1.2439156118989185,11.147146045676465,-1.3638101523065052
1747809090316,393.5,242.0,309.5,235.5,102,7,-64,-6,4,-1.1489698565133555,10.501346852580957,-1.323650696706924
1747809090316,393.5,242.0,309.5,235.5,102,7,-64,-6,4,-1.1489698565133555,10.501346852580957,-1.323650696706924
1747809090375,395.5,245.0,309.0,239.5,103,7,-66,-3,4,-0.9813794254051889,10.495755072175442,-1.2811500218695029
1747809090375,395.5,245.0,309.0,239.5,103,7,-66,-3,4,-0.9813794254051889,10.495755072175442,-1.2811500218695029
1747809090435,395.0,244.0,311.0,239.5,102,5,-65,-3,4,-0.8411193694337786,10.446722361264984,-1.2780801400027233
1747809090435,395.0,244.0,311.0,239.5,102,5,-65,-3,4,-0.8411193694337786,10.446722361264984,-1.2780801400027233
1747809090496,397.5,242.0,313.0,236.5,103,6,-63,-5,4,-0.8392383744342968,10.629141803144528,-1.2832647135225095
1747809090496,397.5,242.0,313.0,236.5,103,6,-63,-5,4,-0.8392383744342968,10.629141803144528,-1.2832647135225095
1747809090557,395.0,241.0,310.0,235.5,104,6,-65,-5,4,-0.7905233040030595,11.105362719468163,-1.461116616910263
1747809090557,395.0,241.0,310.0,235.5,104,6,-65,-5,4,-0.7905233040030595,11.105362719468163,-1.461116616910263
1747809090619,395.0,242.0,310.0,235.5,103,8,-65,-7,4,-0.7494472257052625,11.29985258872962,-1.4890665686614835
1747809090619,395.0,242.0,310.0,235.5,103,8,-65,-7,4,-0.7494472257052625,11.29985258872962,-1.4890665686614835
1747809090677,395.0,242.0,309.0,234.5,103,8,-66,-8,4,-0.7628188346851656,11.277842775389677,-1.4749539198468327
1747809090677,395.0,242.0,309.0,234.5,103,8,-66,-8,4,-0.7628188346851656,11.277842775389677,-1.4749539198468327
1747809090739,395.0,241.0,309.5,234.0,102,8,-66,-8,4,-0.7071981733849046,10.787978765494667,-1.3815425773966803
1747809090739,395.0,241.0,309.5,234.0,102,8,-66,-8,4,-0.7071981733849046,10.787978765494667,-1.3815425773966803
1747809090799,395.0,242.0,309.5,234.5,103,8,-66,-7,4,-0.654744512477845,11.001914934074593,-1.3879293266459936
1747809090799,395.0,242.0,309.5,234.5,103,8,-66,-7,4,-0.654744512477845,11.001914934074593,-1.3879293266459936
1747809090858,394.5,242.0,309.5,235.0,101,8,-67,-7,4,-0.701971814150923,11.198928201958962,-1.373319089895599
1747809090858,394.5,242.0,309.5,235.0,101,8,-67,-7,4,-0.701971814150923,11.198928201958962,-1.373319089895599
1747809090919,395.5,242.0,309.5,234.5,102,8,-66,-8,4,-0.6203364311270487,11.4926672066877,-1.3700488754373925
1747809090919,395.5,242.0,309.5,234.5,102,8,-66,-8,4,-0.6203364311270487,11.4926672066877,-1.3700488754373925
1747809090975,395.0,241.5,310.0,235.5,103,6,-64,-5,4,-0.7063397774476359,11.240226850036523,-1.3768733918174014
1747809090975,395.0,241.5,310.0,235.5,103,6,-64,-5,4,-0.7063397774476359,11.240226850036523,-1.3768733918174014
1747809091035,396.0,244.5,311.5,238.5,102,6,-66,-3,4,-0.6341520204915838,11.409400694483494,-1.3761228585594045
1747809091035,396.0,244.5,311.5,238.5,102,6,-66,-3,4,-0.6341520204915838,11.409400694483494,-1.3761228585594045
1747809091098,397.5,243.0,312.0,237.0,104,6,-65,-4,4,-0.48650250802506,11.442432600237797,-1.40909817837412
1747809091098,397.5,243.0,312.0,237.0,104,6,-65,-4,4,-0.48650250802506,11.442432600237797,-1.40909817837412
1747809091156,397.0,241.5,313.0,235.0,102,6,-64,-6,4,-0.47141200454416055,11.672208771501014,-1.324306652397004
1747809091156,397.0,241.5,313.0,235.0,102,6,-64,-6,4,-0.47141200454416055,11.672208771501014,-1.324306652397004
1747809091219,395.0,241.0,310.5,234.5,102,7,-65,-7,4,-0.5125301927887538,11.486218289479691,-1.3024581068247079
1747809091219,395.0,241.0,310.5,234.5,102,7,-65,-7,4,-0.5125301927887538,11.486218289479691,-1.3024581068247079
1747809091280,395.5,241.5,310.0,234.0,101,8,-66,-8,4,-0.47083231910579304,11.816631428077885,-1.321880211404487
1747809091280,395.5,241.5,310.0,234.0,101,8,-66,-8,4,-0.47083231910579304,11.816631428077885,-1.321880211404487
1747809091339,395.5,242.0,310.5,234.0,101,8,-66,-7,4,-0.5482134388327013,12.334505554927318,-1.3857452644398265
1747809091339,395.5,242.0,310.5,234.0,101,8,-66,-7,4,-0.5482134388327013,12.334505554927318,-1.3857452644398265
1747809091396,395.0,242.0,310.5,233.5,102,10,-66,-9,4,-0.4740633415800293,11.789156209639117,-1.2754613503770278
1747809091396,395.0,242.0,310.5,233.5,102,10,-66,-9,4,-0.4740633415800293,11.789156209639117,-1.2754613503770278
1747809091460,396.0,242.0,310.5,233.5,102,9,-66,-9,4,-0.42776365604159405,11.620093782269715,-1.2719660659584795
1747809091460,396.0,242.0,310.5,233.5,102,9,-66,-9,4,-0.42776365604159405,11.620093782269715,-1.2719660659584795
1747809091519,395.0,241.5,309.5,234.0,102,8,-67,-8,4,-0.5581759482407049,11.451817257548104,-1.2671444792886746
1747809091519,395.0,241.5,309.5,234.0,102,8,-67,-8,4,-0.5581759482407049,11.451817257548104,-1.2671444792886746
1747809091580,395.0,241.5,310.0,234.0,101,8,-66,-8,4,-0.4954571420471918,11.317517534040254,-1.1871195730404303
1747809091580,395.0,241.5,310.0,234.0,101,8,-66,-8,4,-0.4954571420471918,11.317517534040254,-1.1871195730404303
1747809091635,395.0,241.5,310.0,233.5,100,8,-66,-8,4,-0.6785605089826081,10.604611931975441,-1.0974076950033478
1747809091635,395.0,241.5,310.0,233.5,100,8,-66,-8,4,-0.6785605089826081,10.604611931975441,-1.0974076950033478
1747809091697,396.5,242.5,310.5,233.5,102,9,-67,-8,4,-0.824191579468061,10.056887341675074,-0.9933054884817674
1747809091697,396.5,242.5,310.5,233.5,102,9,-67,-8,4,-0.824191579468061,10.056887341675074,-0.9933054884817674
1747809091756,397.5,242.5,310.5,234.0,102,9,-69,-9,4,-0.9049743225315607,9.424445495228554,-0.8683095034498152
1747809091756,397.5,242.5,310.5,234.0,102,9,-69,-9,4,-0.9049743225315607,9.424445495228554,-0.8683095034498152
1747809091820,396.5,242.0,311.5,233.5,101,9,-67,-9,4,-0.8971867003485441,9.315567999969616,-0.8224414373019684
1747809091820,396.5,242.0,311.5,233.5,101,9,-67,-9,4,-0.8971867003485441,9.315567999969616,-0.8224414373019684
1747809091879,398.5,242.5,312.0,234.0,102,9,-67,-9,4,-0.9251613463784993,9.198178343403738,-0.7772894336020171
1747809091879,398.5,242.5,312.0,234.0,102,9,-67,-9,4,-0.9251613463784993,9.198178343403738,-0.7772894336020171
1747809091937,399.0,242.0,313.5,234.0,102,9,-66,-8,4,-1.0460859642449636,9.243078648462406,-0.7848294575076178
1747809091937,399.0,242.0,313.5,234.0,102,9,-66,-8,4,-1.0460859642449636,9.243078648462406,-0.7848294575076178
1747809091999,400.0,241.5,313.5,234.0,104,8,-67,-8,4,-1.2320335035282115,9.994436572994262,-0.9059852967654072
1747809091999,400.0,241.5,313.5,234.0,104,8,-67,-8,4,-1.2320335035282115,9.994436572994262,-0.9059852967654072
1747809092059,401.5,242.0,315.5,234.0,103,9,-67,-8,4,-1.4471390335375585,10.579856859748817,-0.9960147186569861
1747809092059,401.5,242.0,315.5,234.0,103,9,-67,-8,4,-1.4471390335375585,10.579856859748817,-0.9960147186569861
1747809092123,404.0,242.0,316.0,234.5,104,9,-68,-9,4,-1.6802308148971488,11.232878668305656,-1.0676236146501266
1747809092123,404.0,242.0,316.0,234.5,104,9,-68,-9,4,-1.6802308148971488,11.232878668305656,-1.0676236146501266
1747809092181,406.5,242.0,319.5,234.5,104,8,-68,-9,4,-2.0114579830322983,12.033210082596778,-1.2043604730692117
1747809092181,406.5,242.0,319.5,234.5,104,8,-68,-9,4,-2.0114579830322983,12.033210082596778,-1.2043604730692117
1747809092235,412.0,243.0,323.0,235.0,106,9,-69,-9,4,-2.284044831110066,12.737653844617995,-1.2889744069458455
1747809092235,412.0,243.0,323.0,235.0,106,9,-69,-9,4,-2.284044831110066,12.737653844617995,-1.2889744069458455
1747809092301,414.5,243.0,326.5,235.0,105,9,-69,-9,4,-2.550790534511682,13.897156604488853,-1.445489592171631
1747809092301,414.5,243.0,326.5,235.0,105,9,-69,-9,4,-2.550790534511682,13.897156604488853,-1.445489592171631
1747809092359,418.5,244.0,330.5,235.5,105,10,-69,-10,4,-2.8094688665374834,14.53079456859655,-1.555349445289635
1747809092359,418.5,244.0,330.5,235.5,105,10,-69,-10,4,-2.8094688665374834,14.53079456859655,-1.555349445289635
1747809092423,423.0,245.5,333.5,235.5,106,10,-70,-11,4,-3.1228009957432334,15.451926730371298,-1.6209169919770368
1747809092423,423.0,245.5,333.5,235.5,106,10,-70,-11,4,-3.1228009957432334,15.451926730371298,-1.6209169919770368
1747809092480,426.0,246.0,336.5,236.0,106,11,-70,-10,4,-3.43870044122379,15.84420400114586,-1.6128592745932986
1747809092480,426.0,246.0,336.5,236.0,106,11,-70,-10,4,-3.43870044122379,15.84420400114586,-1.6128592745932986
1747809092544,428.5,246.5,339.0,236.5,107,11,-70,-11,4,-3.6075693972431564,15.82336173816013,-1.5070708953293952
1747809092544,428.5,246.5,339.0,236.5,107,11,-70,-11,4,-3.6075693972431564,15.82336173816013,-1.5070708953293952
1747809092603,430.5,247.0,340.5,236.5,106,12,-70,-12,4,-3.801360407100205,15.886944354541619,-1.357876890655703
1747809092603,430.5,247.0,340.5,236.5,106,12,-70,-12,4,-3.801360407100205,15.886944354541619,-1.357876890655703
1747809092663,432.5,248.0,343.5,237.5,107,12,-70,-11,4,-3.9229608549707335,15.671157874381318,-1.2128096839344868
1747809092663,432.5,248.0,343.5,237.5,107,12,-70,-11,4,-3.9229608549707335,15.671157874381318,-1.2128096839344868
1747809092723,434.5,247.5,344.5,237.5,108,11,-70,-11,4,-3.9694381726573256,15.345511613257514,-1.0299272981758456
1747809092723,434.5,247.5,344.5,237.5,108,11,-70,-11,4,-3.9694381726573256,15.345511613257514,-1.0299272981758456
1747809092784,435.5,248.5,346.5,237.5,107,12,-70,-12,4,-3.9819251411295484,14.89724429305858,-0.7907666858903095
1747809092784,435.5,248.5,346.5,237.5,107,12,-70,-12,4,-3.9819251411295484,14.89724429305858,-0.7907666858903095
1747809092843,437.0,249.5,346.5,238.0,109,13,-72,-12,4,-4.048180990404978,14.33057111856382,-0.5562767818707428
1747809092843,437.0,249.5,346.5,238.0,109,13,-72,-12,4,-4.048180990404978,14.33057111856382,-0.5562767818707428
1747809092903,437.5,252.0,347.5,242.5,109,12,-71,-7,4,-4.058908691733697,13.627945366034783,-0.28829902452022615
1747809092903,437.5,252.0,347.5,242.5,109,12,-71,-7,4,-4.058908691733697,13.627945366034783,-0.28829902452022615
1747809092962,439.5,251.0,345.0,243.0,115,11,-73,-5,4,-4.157162722676498,13.132525357811891,-0.16905531639515647
1747809092962,439.5,251.0,345.0,243.0,115,11,-73,-5,4,-4.157162722676498,13.132525357811891,-0.16905531639515647
1747809093023,437.0,250.5,344.5,240.0,111,12,-74,-9,4,-4.09015196952887,12.801041263354865,-0.05047869008206174
1747809093023,437.0,250.5,344.5,240.0,111,12,-74,-9,4,-4.09015196952887,12.801041263354865,-0.05047869008206174
1747809093079,436.0,250.5,347.0,239.5,107,12,-69,-11,4,-4.078681726735672,12.49371937878418,0.09649185309255603
1747809093079,436.0,250.5,347.0,239.5,107,12,-69,-11,4,-4.078681726735672,12.49371937878418,0.09649185309255603
1747809093143,435.5,250.5,346.5,239.5,108,12,-70,-11,4,-4.076623214042598,12.264762659796913,0.20306695547485276
1747809093143,435.5,250.5,346.5,239.5,108,12,-70,-11,4,-4.076623214042598,12.264762659796913,0.20306695547485276
1747809093204,435.0,249.5,345.0,238.5,108,12,-69,-12,4,-4.080305479028493,12.155950383631179,0.3051569903969735
1747809093204,435.0,249.5,345.0,238.5,108,12,-69,-12,4,-4.080305479028493,12.155950383631179,0.3051569903969735
1747809093263,433.0,249.5,342.5,239.0,108,11,-70,-11,4,-4.025261566614222,11.939163280224452,0.3944200843379839
1747809093263,433.0,249.5,342.5,239.0,108,11,-70,-11,4,-4.025261566614222,11.939163280224452,0.3944200843379839
1747809093324,432.0,249.5,341.0,238.5,109,11,-70,-12,4,-3.975923081968003,12.065311171137227,0.40016291242319735
1747809093324,432.0,249.5,341.0,238.5,109,11,-70,-12,4,-3.975923081968003,12.065311171137227,0.40016291242319735
1747809093379,429.5,249.5,339.0,238.5,108,11,-69,-11,4,-3.9545290677154243,12.022232128195181,0.37369633739539854
1747809093379,429.5,249.5,339.0,238.5,108,11,-69,-11,4,-3.9545290677154243,12.022232128195181,0.37369633739539854
1747809093444,423.5,250.0,336.0,244.0,109,8,-69,-4,4,-3.798680094131603,12.454004535285016,0.11836816725675092
1747809093444,423.5,250.0,336.0,244.0,109,8,-69,-4,4,-3.798680094131603,12.454004535285016,0.11836816725675092
1747809093504,422.0,250.5,334.0,246.5,109,6,-69,-2,4,-3.7267291594610867,12.924715750428652,-0.1595527883736363
1747809093504,422.0,250.5,334.0,246.5,109,6,-69,-2,4,-3.7267291594610867,12.924715750428652,-0.1595527883736363
1747809093563,421.0,249.5,330.5,244.5,110,6,-71,-4,4,-3.603526267145517,13.718896932137062,-0.40962236255310014
1747809093563,421.0,249.5,330.5,244.5,110,6,-71,-4,4,-3.603526267145517,13.718896932137062,-0.40962236255310014
1747809093622,419.0,248.0,327.0,241.5,110,7,-72,-7,5,-3.5168023000946844,14.276507930663755,-0.7628665930960921
1747809093622,419.0,248.0,327.0,241.5,110,7,-72,-7,5,-3.5168023000946844,14.276507930663755,-0.7628665930960921
1747809093680,415.5,247.0,324.0,242.0,107,5,-71,-6,5,-3.4077146792886968,15.13126246837879,-1.246258008854868
1747809093680,415.5,247.0,324.0,242.0,107,5,-71,-6,5,-3.4077146792886968,15.13126246837879,-1.246258008854868
1747809093748,414.5,246.0,323.0,241.5,107,5,-71,-6,5,-3.3726900257938492,15.982253260491945,-1.6984585299193142
1747809093748,414.5,246.0,323.0,241.5,107,5,-71,-6,5,-3.3726900257938492,15.982253260491945,-1.6984585299193142
1747809093805,412.5,245.5,321.0,241.0,106,4,-71,-6,5,-3.2463849684679813,16.889073913690908,-2.2724424859509824
1747809093805,412.5,245.5,321.0,241.0,106,4,-71,-6,5,-3.2463849684679813,16.889073913690908,-2.2724424859509824
1747809093865,411.0,246.0,320.0,241.0,107,5,-71,-6,5,-3.276461584973691,18.07239288715195,-2.7942311751423476
1747809093865,411.0,246.0,320.0,241.0,107,5,-71,-6,5,-3.276461584973691,18.07239288715195,-2.7942311751423476
1747809093927,411.0,245.0,319.0,241.0,109,4,-71,-6,5,-3.183674740361286,18.573029148845997,-3.2757604037170043
1747809093927,411.0,245.0,319.0,241.0,109,4,-71,-6,5,-3.183674740361286,18.573029148845997,-3.2757604037170043
1747809093984,409.0,245.0,318.0,241.0,108,4,-70,-6,5,-3.168311091381147,19.284092935546383,-3.762100883012827
1747809093984,409.0,245.0,318.0,241.0,108,4,-70,-6,5,-3.168311091381147,19.284092935546383,-3.762100883012827
1747809094042,407.5,245.5,317.0,242.0,107,3,-70,-5,5,-3.206208006327623,19.797561267160283,-4.069596290290775
1747809094042,407.5,245.5,317.0,242.0,107,3,-70,-5,5,-3.206208006327623,19.797561267160283,-4.069596290290775
1747809094107,406.5,245.5,315.0,241.9375,107,3,-71,-6,5,-3.1417729345636136,20.113886831671415,-4.382868492448722
1747809094107,406.5,245.5,315.0,241.9375,107,3,-71,-6,5,-3.1417729345636136,20.113886831671415,-4.382868492448722
1747809094167,406.0,244.5,315.0,241.0,108,3,-70,-5,5,-3.2183090580790745,20.21700730365553,-4.596031023241155
1747809094167,406.0,244.5,315.0,241.0,108,3,-70,-5,5,-3.2183090580790745,20.21700730365553,-4.596031023241155
1747809094225,405.0294189453125,245.0294189453125,314.0,242.0,108,3,-70,-5,5,-3.3141340120731346,20.268769982098743,-4.817931301129791
1747809094225,405.0294189453125,245.0294189453125,314.0,242.0,108,3,-70,-5,5,-3.3141340120731346,20.268769982098743,-4.817931301129791
1747809094283,402.0,248.5,313.5,248.0,108,1,-70,1,5,-3.283587477488152,20.23957589118111,-5.048369937604755
1747809094283,402.0,248.5,313.5,248.0,108,1,-70,1,5,-3.283587477488152,20.23957589118111,-5.048369937604755
1747809094347,403.5,246.5,315.5,247.0,107,0,-69,2,5,-3.1750224341248217,20.06661272880455,-5.247981718003453
1747809094347,403.5,246.5,315.5,247.0,107,0,-69,2,5,-3.1750224341248217,20.06661272880455,-5.247981718003453
1747809094403,403.5,245.5,312.5,244.0,108,0,-72,-2,5,-3.1605074597369933,19.671997671137532,-5.402357877521354
1747809094403,403.5,245.5,312.5,244.0,108,0,-72,-2,5,-3.1605074597369933,19.671997671137532,-5.402357877521354
1747809094464,402.5,245.0,313.0,244.0,105,1,-69,-3,5,-3.140541244428496,19.371029685711346,-5.552330841331329
1747809094464,402.5,245.0,313.0,244.0,105,1,-69,-3,5,-3.140541244428496,19.371029685711346,-5.552330841331329
1747809094527,404.5,242.5,314.0,241.5,107,0,-70,-4,5,-3.302661325260056,19.3449460771882,-5.679637906555873
1747809094527,404.5,242.5,314.0,241.5,107,0,-70,-4,5,-3.302661325260056,19.3449460771882,-5.679637906555873
1747809094588,405.0,243.5,314.5,242.0,107,1,-70,-3,5,-3.273496138074438,19.130845939543153,-5.734635414031643
1747809094588,405.0,243.5,314.5,242.0,107,1,-70,-3,5,-3.273496138074438,19.130845939543153,-5.734635414031643
1747809094648,405.0,244.5,315.0,242.5,107,1,-69,-4,5,-3.286581670235165,19.18264455354462,-5.868005280587271
1747809094648,405.0,244.5,315.0,242.5,107,1,-69,-4,5,-3.286581670235165,19.18264455354462,-5.868005280587271
1747809094708,404.5,243.5,315.5,242.0,105,1,-69,-4,5,-3.458952087747053,18.955101187297252,-5.903677448985932
1747809094708,404.5,243.5,315.5,242.0,105,1,-69,-4,5,-3.458952087747053,18.955101187297252,-5.903677448985932
1747809094768,405.5,243.0,316.5,241.5,105,1,-70,-4,5,-3.3796550298140318,18.823893706706667,-5.986516838025877
1747809094768,405.5,243.0,316.5,241.5,105,1,-70,-4,5,-3.3796550298140318,18.823893706706667,-5.986516838025877
1747809094827,406.0,244.5,316.5,242.0,106,2,-69,-4,5,-3.25532810279031,18.509817745408018,-5.909159059363013
1747809094827,406.0,244.5,316.5,242.0,106,2,-69,-4,5,-3.25532810279031,18.509817745408018,-5.909159059363013
1747809094884,406.5,242.5,316.5,240.0,106,2,-70,-5,5,-3.376856951940158,18.186003614579267,-5.797174336959775
1747809094884,406.5,242.5,316.5,240.0,106,2,-70,-5,5,-3.376856951940158,18.186003614579267,-5.797174336959775
1747809094941,403.0,241.5,316.5,242.0,104,0,-68,-1,5,-3.4901795936550766,18.114825190390413,-5.801841127624888
1747809094941,403.0,241.5,316.5,242.0,104,0,-68,-1,5,-3.4901795936550766,18.114825190390413,-5.801841127624888
1747809095007,403.5,245.0,317.5,246.0,105,0,-67,2,5,-3.3675483206103163,18.176547266918348,-5.769982794734886
1747809095007,403.5,245.0,317.5,246.0,105,0,-67,2,5,-3.3675483206103163,18.176547266918348,-5.769982794734886
1747809095067,402.0,243.5,314.5,246.0,107,-1,-70,4,5,-3.1535700323400304,17.797541614836042,-5.755255222278833
1747809095067,402.0,243.5,314.5,246.0,107,-1,-70,4,5,-3.1535700323400304,17.797541614836042,-5.755255222278833
1747809095127,400.0,241.5,311.0,241.5,104,-1,-71,-2,5,-3.03396278638777,17.962355704342528,-5.848003749720253
