x,y,reaction_time_sec,timestamp,status
1231,608,0.73,2025-05-24 11:31:13,popped
1160,97,1.11,2025-05-24 11:31:15,popped
350,495,1.23,2025-05-24 11:31:17,popped
1580,306,1.41,2025-05-24 11:31:19,popped
249,777,1.02,2025-05-24 11:31:20,popped
695,926,0.81,2025-05-24 11:31:21,popped
1354,654,0.9,2025-05-24 11:31:23,popped
